shot_id,game_id
21400899209,21400899
21400899210,21400899
21400899211,21400899
21400890217,21400890
21400882218,21400882
21400882219,21400882
21400882220,21400882
21400882221,21400882
21400882222,21400882
21400882223,21400882
21400898226,21400898
21400898227,21400898
21400898228,21400898
21400898229,21400898
21400898230,21400898
21400898231,21400898
21400898232,21400898
21400898233,21400898
21400898235,21400898
21400898236,21400898
21400894237,21400894
21400894238,21400894
21400894239,21400894
21400894240,21400894
21400894241,21400894
21400894242,21400894
21400894243,21400894
21400894244,21400894
21400894245,21400894
21400894246,21400894
21400894247,21400894
21400894248,21400894
21400894249,21400894
21400894250,21400894
21400894251,21400894
21400894252,21400894
21400894253,21400894
21400894254,21400894
21400894255,21400894
21400898256,21400898
21400898257,21400898
21400898258,21400898
21400898259,21400898
21400898260,21400898
21400898262,21400898
21400894263,21400894
21400894264,21400894
21400894266,21400894
21400894267,21400894
21400904268,21400904
21400904271,21400904
21400878276,21400878
21400878277,21400878
21400878278,21400878
21400878279,21400878
21400878280,21400878
21400878281,21400878
21400878282,21400878
21400878283,21400878
21400878285,21400878
21400898286,21400898
21400898287,21400898
21400898288,21400898
21400898289,21400898
21400898290,21400898
21400898291,21400898
21400898292,21400898
21400898293,21400898
21400898294,21400898
21400898295,21400898
21400894297,21400894
21400894298,21400894
21400894304,21400894
21400894308,21400894
21400898310,21400898
21400898311,21400898
21400898312,21400898
21400898313,21400898
21400894314,21400894
21400894315,21400894
21400894316,21400894
21400894317,21400894
21400894318,21400894
21400898319,21400898
21400898320,21400898
21400898321,21400898
21400898322,21400898
21400894324,21400894
21400894325,21400894
21400894326,21400894
21400894327,21400894
21400894328,21400894
21400898329,21400898
21400898331,21400898
21400898332,21400898
21400898333,21400898
21400898334,21400898
21400898335,21400898
21400898336,21400898
21400898337,21400898
21400898338,21400898
21400898339,21400898
21400898340,21400898
21400898341,21400898
21400898342,21400898
21400898343,21400898
21400898344,21400898
21400894346,21400894
21400894347,21400894
21400894348,21400894
21400894349,21400894
21400894350,21400894
21400894351,21400894
21400894352,21400894
21400894353,21400894
21400894354,21400894
21400894355,21400894
21400894356,21400894
21400898357,21400898
21400898358,21400898
21400898362,21400898
21400898363,21400898
21400898365,21400898
21400894366,21400894
21400894367,21400894
21400894371,21400894
21400894372,21400894
21400894373,21400894
21400894374,21400894
21400894375,21400894
21400905405,21400905
21400905406,21400905
21400905407,21400905
21400905408,21400905
21400905410,21400905
21400905411,21400905
21400905412,21400905
21400905413,21400905
21400905414,21400905
21400905415,21400905
21400905416,21400905
21400890417,21400890
21400890418,21400890
21400890419,21400890
21400890420,21400890
21400890421,21400890
21400890422,21400890
21400890423,21400890
21400890424,21400890
21400890425,21400890
21400878433,21400878
21400878434,21400878
21400878435,21400878
21400878436,21400878
21400878437,21400878
21400878438,21400878
21400878439,21400878
21400878440,21400878
21400878441,21400878
21400878442,21400878
21400878443,21400878
21400878444,21400878
21400878445,21400878
21400878446,21400878
21400905465,21400905
21400905466,21400905
21400905467,21400905
21400905468,21400905
21400905469,21400905
21400905470,21400905
21400905471,21400905
21400905472,21400905
21400905473,21400905
21400905474,21400905
21400905475,21400905
21400905476,21400905
21400905477,21400905
21400905478,21400905
21400905479,21400905
21400890480,21400890
21400890481,21400890
21400890482,21400890
21400890483,21400890
21400890484,21400890
21400890485,21400890
21400890486,21400890
21400890487,21400890
21400878488,21400878
21400878489,21400878
21400878490,21400878
21400878491,21400878
21400878492,21400878
21400878493,21400878
21400878494,21400878
21400878495,21400878
21400878496,21400878
21400878497,21400878
21400878498,21400878
21400878499,21400878
21400878500,21400878
21400878501,21400878
21400878502,21400878
21400905503,21400905
21400905504,21400905
21400905505,21400905
21400905506,21400905
21400905507,21400905
21400905508,21400905
21400905509,21400905
21400905510,21400905
21400905511,21400905
21400905512,21400905
21400890513,21400890
21400890514,21400890
21400890515,21400890
21400890516,21400890
21400890517,21400890
21400890518,21400890
21400890519,21400890
21400878520,21400878
21400878521,21400878
21400878522,21400878
21400878523,21400878
21400878524,21400878
21400878525,21400878
21400878526,21400878
21400878527,21400878
21400905528,21400905
21400905529,21400905
21400905530,21400905
21400905531,21400905
21400905533,21400905
21400905534,21400905
21400905535,21400905
21400905536,21400905
21400905538,21400905
21400905539,21400905
21400905541,21400905
21400890542,21400890
21400890543,21400890
21400890545,21400890
21400890546,21400890
21400890547,21400890
21400890549,21400890
21400890550,21400890
21400890551,21400890
21400890552,21400890
21400890553,21400890
21400890554,21400890
21400878555,21400878
21400878556,21400878
21400878557,21400878
21400878558,21400878
21400878559,21400878
21400878560,21400878
21400878561,21400878
21400878562,21400878
21400878563,21400878
21400878564,21400878
21400890568,21400890
21400890569,21400890
21400890570,21400890
21400890571,21400890
21400890572,21400890
21400890573,21400890
21400878574,21400878
21400878575,21400878
21400878576,21400878
21400878577,21400878
21400878578,21400878
21400907579,21400907
21400907580,21400907
21400907581,21400907
21400907583,21400907
21400907584,21400907
21400907585,21400907
21400886592,21400886
21400880593,21400880
21400880594,21400880
21400880596,21400880
21400880597,21400880
21400880598,21400880
21400880599,21400880
21400880600,21400880
21400880601,21400880
21400880602,21400880
21400880603,21400880
21400880604,21400880
21400880605,21400880
21400880606,21400880
21400880607,21400880
21400880608,21400880
21400907609,21400907
21400907610,21400907
21400907611,21400907
21400907612,21400907
21400907613,21400907
21400907615,21400907
21400907616,21400907
21400907617,21400907
21400907618,21400907
21400907619,21400907
21400907620,21400907
21400907621,21400907
21400907622,21400907
21400907623,21400907
21400907624,21400907
21400886634,21400886
21400886635,21400886
21400886637,21400886
21400880641,21400880
21400880642,21400880
21400880643,21400880
21400880644,21400880
21400880645,21400880
21400880647,21400880
21400880648,21400880
21400880649,21400880
21400880650,21400880
21400880651,21400880
21400880652,21400880
21400880653,21400880
21400880656,21400880
21400880657,21400880
21400880658,21400880
21400880659,21400880
21400880661,21400880
21400880662,21400880
21400907663,21400907
21400907664,21400907
21400907665,21400907
21400907666,21400907
21400907667,21400907
21400907668,21400907
21400907669,21400907
21400907670,21400907
21400907671,21400907
21400907672,21400907
21400907673,21400907
21400907674,21400907
21400907675,21400907
21400907676,21400907
21400907677,21400907
21400907678,21400907
21400886685,21400886
21400880696,21400880
21400880697,21400880
21400880698,21400880
21400880699,21400880
21400880700,21400880
21400880701,21400880
21400880702,21400880
21400880703,21400880
21400880704,21400880
21400880705,21400880
21400880707,21400880
21400880708,21400880
21400880709,21400880
21400880711,21400880
21400880712,21400880
21400880713,21400880
21400880714,21400880
21400880715,21400880
21400880716,21400880
21400880717,21400880
21400907725,21400907
21400907726,21400907
21400907727,21400907
21400907728,21400907
21400907729,21400907
21400907730,21400907
21400907731,21400907
21400907732,21400907
21400907733,21400907
21400907734,21400907
21400886739,21400886
21400880743,21400880
21400880744,21400880
21400880745,21400880
21400880746,21400880
21400880747,21400880
21400907768,21400907
21400907769,21400907
21400907770,21400907
21400907771,21400907
21400886774,21400886
21400886775,21400886
21400880780,21400880
21400880782,21400880
21400880783,21400880
21400907784,21400907
21400907785,21400907
21400907786,21400907
21400907787,21400907
21400907788,21400907
21400907789,21400907
21400907790,21400907
21400907791,21400907
21400907792,21400907
21400907793,21400907
21400907794,21400907
21400907795,21400907
21400907796,21400907
21400907797,21400907
21400880803,21400880
21400880804,21400880
21400880805,21400880
21400880808,21400880
21400880809,21400880
21400880810,21400880
21400880811,21400880
21400880813,21400880
21400880814,21400880
21400880815,21400880
21400892816,21400892
21400892817,21400892
21400892818,21400892
21400892819,21400892
21400892820,21400892
21400892821,21400892
21400892822,21400892
21400892823,21400892
21400892824,21400892
21400892825,21400892
21400892826,21400892
21400892827,21400892
21400892828,21400892
21400892829,21400892
21400892830,21400892
21400892831,21400892
21400892832,21400892
21400892833,21400892
21400892834,21400892
21400892835,21400892
21400892836,21400892
21400892837,21400892
21400892838,21400892
21400892839,21400892
21400892840,21400892
21400892841,21400892
21400892842,21400892
21400892843,21400892
21400892844,21400892
21400892845,21400892
21400892846,21400892
21400892847,21400892
21400892848,21400892
21400892849,21400892
21400892850,21400892
21400892851,21400892
21400892852,21400892
21400892853,21400892
21400892854,21400892
21400892855,21400892
21400892856,21400892
21400892857,21400892
21400892858,21400892
21400892859,21400892
21400892860,21400892
21400892861,21400892
21400892862,21400892
21400892863,21400892
21400892864,21400892
21400892865,21400892
21400892866,21400892
21400892867,21400892
21400892868,21400892
21400892869,21400892
21400892870,21400892
21400892871,21400892
21400892872,21400892
21400892873,21400892
21400892874,21400892
21400892875,21400892
21400892876,21400892
21400892877,21400892
21400892878,21400892
21400892879,21400892
21400892880,21400892
21400892881,21400892
21400892882,21400892
21400892883,21400892
21400892884,21400892
21400892885,21400892
21400892886,21400892
21400892887,21400892
21400892888,21400892
21400892889,21400892
21400892890,21400892
21400892891,21400892
21400892892,21400892
21400892893,21400892
21400892894,21400892
21400892895,21400892
21400892896,21400892
21400892897,21400892
21400892898,21400892
21400892899,21400892
21400892900,21400892
21400892901,21400892
21400893902,21400893
21400893903,21400893
21400893904,21400893
21400893905,21400893
21400893906,21400893
21400893907,21400893
21400893908,21400893
21400893909,21400893
21400893910,21400893
21400893911,21400893
21400893912,21400893
21400893913,21400893
21400893914,21400893
21400893915,21400893
21400893916,21400893
21400893917,21400893
21400893918,21400893
21400893919,21400893
21400893920,21400893
21400893921,21400893
21400893922,21400893
21400893923,21400893
21400893924,21400893
21400893925,21400893
21400893926,21400893
21400893927,21400893
21400893928,21400893
21400893929,21400893
21400893930,21400893
21400893931,21400893
21400893932,21400893
21400893933,21400893
21400906934,21400906
21400906935,21400906
21400906936,21400906
21400669937,21400669
21400879938,21400879
21400879939,21400879
21400879940,21400879
21400879941,21400879
21400879942,21400879
21400879943,21400879
21400879944,21400879
21400893945,21400893
21400893946,21400893
21400893947,21400893
21400893948,21400893
21400893949,21400893
21400893950,21400893
21400893951,21400893
21400893952,21400893
21400893953,21400893
21400893954,21400893
21400893955,21400893
21400893956,21400893
21400893957,21400893
21400893958,21400893
21400893959,21400893
21400893960,21400893
21400893961,21400893
21400893962,21400893
21400893963,21400893
21400893968,21400893
21400893969,21400893
21400893970,21400893
21400893971,21400893
21400893972,21400893
21400893973,21400893
21400893974,21400893
21400893975,21400893
21400893976,21400893
21400893977,21400893
21400893978,21400893
21400893979,21400893
21400893980,21400893
21400893981,21400893
21400893982,21400893
21400893983,21400893
21400893984,21400893
21400893985,21400893
21400893986,21400893
21400893987,21400893
214009031003,21400903
214009031004,21400903
214009031005,21400903
214009031006,21400903
214009031007,21400903
214009031008,21400903
214009031009,21400903
214009031010,21400903
214009031011,21400903
214009031012,21400903
214009031013,21400903
214009031016,21400903
214009031017,21400903
214009031018,21400903
214009031019,21400903
214009031020,21400903
214009031021,21400903
214009031022,21400903
214008891023,21400889
214008891024,21400889
214008891026,21400889
214008891027,21400889
214008891028,21400889
214008891029,21400889
214008891030,21400889
214008891033,21400889
214008891034,21400889
214008891035,21400889
214008891036,21400889
214008841037,21400884
214008841038,21400884
214008841039,21400884
214008841040,21400884
214008841041,21400884
214008841042,21400884
214008841043,21400884
214008841044,21400884
214008841045,21400884
214008841046,21400884
214008841047,21400884
214008841048,21400884
214008841049,21400884
214008841050,21400884
214009031051,21400903
214008891052,21400889
214008891054,21400889
214008841055,21400884
214008841056,21400884
214008841057,21400884
214008841058,21400884
214009031060,21400903
214009031061,21400903
214009031062,21400903
214009031066,21400903
214009031068,21400903
214009031069,21400903
214009031075,21400903
214009031077,21400903
214009031081,21400903
214009031082,21400903
214009031083,21400903
214009031085,21400903
214009031089,21400903
214009031090,21400903
214009031091,21400903
214009031092,21400903
214009031093,21400903
214008891094,21400889
214008891096,21400889
214008891097,21400889
214008891098,21400889
214008891099,21400889
214008891100,21400889
214008891101,21400889
214008891102,21400889
214008891103,21400889
214008891104,21400889
214008891105,21400889
214008891106,21400889
214008891108,21400889
214008841109,21400884
214008841110,21400884
214008841111,21400884
214008841112,21400884
214008841113,21400884
214008841114,21400884
214008841115,21400884
214008841116,21400884
214008841117,21400884
214008841118,21400884
214008841119,21400884
214008841120,21400884
214009001150,21400900
214008851151,21400885
214008851152,21400885
214008851153,21400885
214008851154,21400885
214009001155,21400900
214009001156,21400900
214009001157,21400900
214009001158,21400900
214009001159,21400900
214009001160,21400900
214009001161,21400900
214009001162,21400900
214009001163,21400900
214008851164,21400885
214008851165,21400885
214008851166,21400885
214008851167,21400885
214008851168,21400885
214008851169,21400885
214008851170,21400885
214008851171,21400885
214008851173,21400885
214009001174,21400900
214009001175,21400900
214009001176,21400900
214009001177,21400900
214009001178,21400900
214008851181,21400885
214008851182,21400885
214009001183,21400900
214009001184,21400900
214009001185,21400900
214009001186,21400900
214009001187,21400900
214009001188,21400900
214009001189,21400900
214008851190,21400885
214008851191,21400885
214008851192,21400885
214008851194,21400885
214008851195,21400885
214008851196,21400885
214009001199,21400900
214009001200,21400900
214009001201,21400900
214009001202,21400900
214009001203,21400900
214009001204,21400900
214009001205,21400900
214008851206,21400885
214008851207,21400885
214008851208,21400885
214008851209,21400885
214008851210,21400885
214008851211,21400885
214008851212,21400885
214008851213,21400885
214008851214,21400885
214008851215,21400885
214008851216,21400885
214008851217,21400885
214008851218,21400885
214009001221,21400900
214009001222,21400900
214009001223,21400900
214009001224,21400900
214009001225,21400900
214009001226,21400900
214009001227,21400900
214009001228,21400900
214009001229,21400900
214008851230,21400885
214008851231,21400885
214008851232,21400885
214008851233,21400885
214009001234,21400900
214009001235,21400900
214009001236,21400900
214009001237,21400900
214009001238,21400900
214009001239,21400900
214009001240,21400900
214009001241,21400900
214009001242,21400900
214009001243,21400900
214009001244,21400900
214009001245,21400900
214009001247,21400900
214009001248,21400900
214009001250,21400900
214009001254,21400900
214009001255,21400900
214008851256,21400885
214008851257,21400885
214008851258,21400885
214008851259,21400885
214008851264,21400885
214008851265,21400885
214008891290,21400889
214008891291,21400889
214008891292,21400889
214008891293,21400889
214008891294,21400889
214008891295,21400889
214008891296,21400889
214008891297,21400889
214008891301,21400889
214008891302,21400889
214008891305,21400889
214008971326,21400897
214008821328,21400882
214008821329,21400882
214008821330,21400882
214008821332,21400882
214008821333,21400882
214008821334,21400882
214008821336,21400882
214008821337,21400882
214008821338,21400882
214008821339,21400882
214008821340,21400882
214008971343,21400897
214008821346,21400882
214008821347,21400882
214008821348,21400882
214008821350,21400882
214008971352,21400897
214008971357,21400897
214008971358,21400897
214008971365,21400897
214008971369,21400897
214008971371,21400897
214008971374,21400897
214008971375,21400897
214008821376,21400882
214008821377,21400882
214008821378,21400882
214008821379,21400882
214008821380,21400882
214008821381,21400882
214008821382,21400882
214008821383,21400882
214008821384,21400882
214008821385,21400882
214008821386,21400882
214008821387,21400882
214008971391,21400897
214008971392,21400897
214008971399,21400897
214008971400,21400897
214008821401,21400882
214008821402,21400882
214008821403,21400882
214008821404,21400882
214008971412,21400897
214008821421,21400882
214008821422,21400882
214008821423,21400882
214008821424,21400882
214008821425,21400882
214008821426,21400882
214008821427,21400882
214008821428,21400882
214008821429,21400882
214008821430,21400882
214008821431,21400882
214008821436,21400882
214008821438,21400882
214008821439,21400882
214008821440,21400882
214009001441,21400900
214009001442,21400900
214008911443,21400891
214008911444,21400891
214008911445,21400891
214008911446,21400891
214008911447,21400891
214008911448,21400891
214008831449,21400883
214008831450,21400883
214008831451,21400883
214008831452,21400883
214009001453,21400900
214009001454,21400900
214009001455,21400900
214009001456,21400900
214009001457,21400900
214009001458,21400900
214009001459,21400900
214009001460,21400900
214009001461,21400900
214009001462,21400900
214009001463,21400900
214009001464,21400900
214009001465,21400900
214009001466,21400900
214009001467,21400900
214009001468,21400900
214009001469,21400900
214008911473,21400891
214008911474,21400891
214008911475,21400891
214008911476,21400891
214008911477,21400891
214008911478,21400891
214008911479,21400891
214009001480,21400900
214009001481,21400900
214009001482,21400900
214009001483,21400900
214009001484,21400900
214009001485,21400900
214009001486,21400900
214009001487,21400900
214009001488,21400900
214009001489,21400900
214009001490,21400900
214009001491,21400900
214009001492,21400900
214009001493,21400900
214009001494,21400900
214009001495,21400900
214008911496,21400891
214008911497,21400891
214008911498,21400891
214008911499,21400891
214008911500,21400891
214008911501,21400891
214008911502,21400891
214008911503,21400891
214008911504,21400891
214008911505,21400891
214008911506,21400891
214008911507,21400891
214008911508,21400891
214008911509,21400891
214008911510,21400891
214008911511,21400891
214008911512,21400891
214008911513,21400891
214008911514,21400891
214008911515,21400891
214008911516,21400891
214008911517,21400891
214008911518,21400891
214008831519,21400883
214008831520,21400883
214008831521,21400883
214008831522,21400883
214008831523,21400883
214008831524,21400883
214008831525,21400883
214008831526,21400883
214008831527,21400883
214008831528,21400883
214008831529,21400883
214008831530,21400883
214008831531,21400883
214008831532,21400883
214008831533,21400883
214008831534,21400883
214008831535,21400883
214008831536,21400883
214008831537,21400883
214008831538,21400883
214008831539,21400883
214008831540,21400883
214008831541,21400883
214008831542,21400883
214008831543,21400883
214008831544,21400883
214008831545,21400883
214008831546,21400883
214008831547,21400883
214008831548,21400883
214008831549,21400883
214008831550,21400883
214008831551,21400883
214008831552,21400883
214008831553,21400883
214009001568,21400900
214009001569,21400900
214009001570,21400900
214009001571,21400900
214009001572,21400900
214009001573,21400900
214009001574,21400900
214009001575,21400900
214009001576,21400900
214009001577,21400900
214008911578,21400891
214008911579,21400891
214008911580,21400891
214008911581,21400891
214008911582,21400891
214008911583,21400891
214008911584,21400891
214008911585,21400891
214008911586,21400891
214008911587,21400891
214008831588,21400883
214008831589,21400883
214008831590,21400883
214008831591,21400883
214008831592,21400883
214008831593,21400883
214008831594,21400883
214008831595,21400883
214008831596,21400883
214008831597,21400883
214008831598,21400883
214008831599,21400883
214008831600,21400883
214008831601,21400883
214008831602,21400883
214008831603,21400883
214008831604,21400883
214008831605,21400883
214008831606,21400883
214008911607,21400891
214008911608,21400891
214008911610,21400891
214008911611,21400891
214008911612,21400891
214008961619,21400896
214008961620,21400896
214008961621,21400896
214008961622,21400896
214008961623,21400896
214008961624,21400896
214008961625,21400896
214008961626,21400896
214008961627,21400896
214008961628,21400896
214008961629,21400896
214008961630,21400896
214008811631,21400881
214008811632,21400881
214008811637,21400881
214008811638,21400881
214008811639,21400881
214008811640,21400881
214008811641,21400881
214008811642,21400881
214008961643,21400896
214008961644,21400896
214008961645,21400896
214008961646,21400896
214008961647,21400896
214008961648,21400896
214008961649,21400896
214008811650,21400881
214008811651,21400881
214008811652,21400881
214008811653,21400881
214008811654,21400881
214008811655,21400881
214008811656,21400881
214008961657,21400896
214008961658,21400896
214008961659,21400896
214008961660,21400896
214008961661,21400896
214008961662,21400896
214008961663,21400896
214008961664,21400896
214008961665,21400896
214008811666,21400881
214008811667,21400881
214008811668,21400881
214008811669,21400881
214008811670,21400881
214008811672,21400881
214008811673,21400881
214008811674,21400881
214008811675,21400881
214008961676,21400896
214008961677,21400896
214008961678,21400896
214008961679,21400896
214008961680,21400896
214008961681,21400896
214008961682,21400896
214008961683,21400896
214008961684,21400896
214008961685,21400896
214008961686,21400896
214008961687,21400896
214008811688,21400881
214008811689,21400881
214008811690,21400881
214008811691,21400881
214008811692,21400881
214008811693,21400881
214008811695,21400881
214008811696,21400881
214008811697,21400881
214008811698,21400881
214008811699,21400881
214008811701,21400881
214008811703,21400881
214008811704,21400881
214008811705,21400881
214008811707,21400881
214008811710,21400881
214008811711,21400881
214008961713,21400896
214008961714,21400896
214008961715,21400896
214008961716,21400896
214008961717,21400896
214008961718,21400896
214008961719,21400896
214008961720,21400896
214008961721,21400896
214008811723,21400881
214008811724,21400881
214008811725,21400881
214008811726,21400881
214008811727,21400881
214008811728,21400881
214008811729,21400881
214008961730,21400896
214008961731,21400896
214008961732,21400896
214008811734,21400881
214008811735,21400881
214008811738,21400881
214008981740,21400898
214008981741,21400898
214008981742,21400898
214008981743,21400898
214008981744,21400898
214008981745,21400898
214008981746,21400898
214008981747,21400898
214008981748,21400898
214008981749,21400898
214008981750,21400898
214008981751,21400898
214008981752,21400898
214008911753,21400891
214008911754,21400891
214008911755,21400891
214008911756,21400891
214008911757,21400891
214008911758,21400891
214008911759,21400891
214008911760,21400891
214008911761,21400891
214008801762,21400880
214008801763,21400880
214008801764,21400880
214008801765,21400880
214008801766,21400880
214008801767,21400880
214008801768,21400880
214008801769,21400880
214008801770,21400880
214008801771,21400880
214008801773,21400880
214008801774,21400880
214008801775,21400880
214008801778,21400880
214008971779,21400897
214008971780,21400897
214008871781,21400887
214008871782,21400887
214008981807,21400898
214008981808,21400898
214008981809,21400898
214008981810,21400898
214008981811,21400898
214008981812,21400898
214008981813,21400898
214008981814,21400898
214008911815,21400891
214008911816,21400891
214008911819,21400891
214008911820,21400891
214008911821,21400891
214008911822,21400891
214008801823,21400880
214008801824,21400880
214008801825,21400880
214008801826,21400880
214008801827,21400880
214008801828,21400880
214008801829,21400880
214008801830,21400880
214008801831,21400880
214008801832,21400880
214008801833,21400880
214008801834,21400880
214008981835,21400898
214008981836,21400898
214008981837,21400898
214008981838,21400898
214008981839,21400898
214008981840,21400898
214008911841,21400891
214008911842,21400891
214008911843,21400891
214008911844,21400891
214008911845,21400891
214008911846,21400891
214008911847,21400891
214008911850,21400891
214008911851,21400891
214008911852,21400891
214008911853,21400891
214008911854,21400891
214008911855,21400891
214008801856,21400880
214008801857,21400880
214008801858,21400880
214008801859,21400880
214008801860,21400880
214008801863,21400880
214008801864,21400880
214008801865,21400880
214008801866,21400880
214008801867,21400880
214008981868,21400898
214008981869,21400898
214008981870,21400898
214008981871,21400898
214008981872,21400898
214008981873,21400898
214008981874,21400898
214008981875,21400898
214008981876,21400898
214008981877,21400898
214008981878,21400898
214008981879,21400898
214008981880,21400898
214008981881,21400898
214008911882,21400891
214008911883,21400891
214008911884,21400891
214008911885,21400891
214008911886,21400891
214008801887,21400880
214008801888,21400880
214008801889,21400880
214008801890,21400880
214008801891,21400880
214008801892,21400880
214008801893,21400880
214008801894,21400880
214008801895,21400880
214008801896,21400880
214008801897,21400880
214008981898,21400898
214008981899,21400898
214008981900,21400898
214009011901,21400901
214009011902,21400901
214009011903,21400901
214009011904,21400901
214009011905,21400901
214009011906,21400901
214009011907,21400901
214009011908,21400901
214009011909,21400901
214009011910,21400901
214009011911,21400901
214009011912,21400901
214008941913,21400894
214008941914,21400894
214008941915,21400894
214008941916,21400894
214008941917,21400894
214008941918,21400894
214008941919,21400894
214008941920,21400894
214008941921,21400894
214008941922,21400894
214008941923,21400894
214008941924,21400894
214008941925,21400894
214009061926,21400906
214009061927,21400906
214009061928,21400906
214009061929,21400906
214009061930,21400906
214009061931,21400906
214009061932,21400906
214009061933,21400906
214009061934,21400906
214009061935,21400906
214009061937,21400906
214009061938,21400906
214009061939,21400906
214009061940,21400906
214009061941,21400906
214009061942,21400906
214009061943,21400906
214009061944,21400906
214009061947,21400906
214009061948,21400906
214009061950,21400906
214009061951,21400906
214009061952,21400906
214009061953,21400906
214009061954,21400906
214009061955,21400906
214009061956,21400906
214009061957,21400906
214009061958,21400906
214009061959,21400906
214009061960,21400906
214009061961,21400906
214009061962,21400906
214009061963,21400906
214009061964,21400906
214009061965,21400906
214009061966,21400906
214009061969,21400906
214009061970,21400906
214009061971,21400906
214009061972,21400906
214009061973,21400906
214009061974,21400906
214009061975,21400906
214009061976,21400906
214009061977,21400906
214009061978,21400906
214009061979,21400906
214009061981,21400906
214009061982,21400906
214009061983,21400906
214009061984,21400906
214009061985,21400906
214009061986,21400906
214009061987,21400906
214009061988,21400906
214009061989,21400906
214009061990,21400906
214009061991,21400906
214009061992,21400906
214009061993,21400906
214009061994,21400906
214009061995,21400906
214009061996,21400906
214009061997,21400906
214009061998,21400906
214008791999,21400879
214009022000,21400902
214009022001,21400902
214009022002,21400902
214009022003,21400902
214009022004,21400902
214009022005,21400902
214009022006,21400902
214009022008,21400902
214009022009,21400902
214008952010,21400895
214008952011,21400895
214008952012,21400895
214008952013,21400895
214008952014,21400895
214008952015,21400895
214008952016,21400895
214008952017,21400895
214008952019,21400895
214008952020,21400895
214008952021,21400895
214008842022,21400884
214008842023,21400884
214008842024,21400884
214008842025,21400884
214008842027,21400884
214008842028,21400884
214008842029,21400884
214008842030,21400884
214008842031,21400884
214009022032,21400902
214009022033,21400902
214009022034,21400902
214009022035,21400902
214009022036,21400902
214009022038,21400902
214009022039,21400902
214009022040,21400902
214008952041,21400895
214008952042,21400895
214008952043,21400895
214008952044,21400895
214008952045,21400895
214008952046,21400895
214008952047,21400895
214008952048,21400895
214008952049,21400895
214008952050,21400895
214008952052,21400895
214008842053,21400884
214008842054,21400884
214008842055,21400884
214008842056,21400884
214008842057,21400884
214008842058,21400884
214009002059,21400900
214009002060,21400900
214009002061,21400900
214009002062,21400900
214009002063,21400900
214009002064,21400900
214009002065,21400900
214009002066,21400900
214008912067,21400891
214008912068,21400891
214008912070,21400891
214008912071,21400891
214008912072,21400891
214008832073,21400883
214008832074,21400883
214008832075,21400883
214008832076,21400883
214008832077,21400883
214008832078,21400883
214008832079,21400883
214008832080,21400883
214009082081,21400908
214009082082,21400908
214009082083,21400908
214009082084,21400908
214009082085,21400908
214009082086,21400908
214009082087,21400908
214008792088,21400879
214008792089,21400879
214008792090,21400879
214008792091,21400879
214009022092,21400902
214009022093,21400902
214009022094,21400902
214008952096,21400895
214008952098,21400895
214008952099,21400895
214008952100,21400895
214009022145,21400902
214009022146,21400902
214009022147,21400902
214009022148,21400902
214009022149,21400902
214009022150,21400902
214009022151,21400902
214009022153,21400902
214009022154,21400902
214009022155,21400902
214009022156,21400902
214009022157,21400902
214009022158,21400902
214008952159,21400895
