shot_id,shot_distance,time_clock,shot_result,quarter
21400892865,7.25,21.3,False,3
21400892866,8.84,1.6,True,1
21400892867,7.65,15.3,False,3
21400892868,7.71,3.3,False,4
21400892869,7.5,10.1,False,1
21400892870,11.83,0.0,False,1
21400892871,2.32,4.4,False,2
21400892872,0.94,11.2,False,2
21400892873,7.62,11.8,False,3
21400892874,6.31,10.6,False,2
21400892875,5.97,8.0,False,2
21400892876,2.96,15.1,True,2
21400892877,4.51,16.0,False,2
21400892878,6.55,7.4,False,4
21400892879,0.46,11.6,True,4
21400892880,3.47,15.8,True,4
21400892881,7.47,17.9,False,4
21400892882,7.62,12.0,True,4
21400892883,7.62,12.0,False,4
21400892884,6.37,13.5,False,1
21400892885,1.07,11.9,True,1
21400892886,7.56,15.4,True,1
21400892887,5.15,18.2,False,1
21400892888,2.23,5.0,True,2
21400892889,7.53,14.3,False,3
21400892890,3.41,9.5,True,3
21400892891,5.0,15.6,False,3
21400892892,1.92,16.0,True,3
21400892893,1.28,8.8,True,4
21400892894,7.22,20.6,True,4
21400892895,7.56,15.7,False,4
21400892896,0.67,24.0,True,1
21400892897,0.61,21.2,False,1
21400892898,1.1,15.5,True,2
21400892899,0.82,18.0,True,3
21400892900,7.35,19.1,False,3
21400892901,7.28,17.5,True,4
21400893902,1.65,18.3,False,1
21400893903,0.46,24.0,True,1
21400893904,3.23,4.8,False,1
21400893905,0.76,15.7,True,1
21400893906,0.82,17.1,True,2
21400893907,0.88,7.9,True,2
21400893908,0.34,11.3,True,2
21400893909,3.54,17.0,False,3
21400893910,0.27,12.5,True,4
21400893911,6.77,13.6,True,1
21400893912,6.98,8.3,True,2
21400893913,6.89,15.7,False,2
21400893914,5.73,9.9,False,3
21400893915,3.57,11.5,True,4
21400893916,6.04,13.0,False,1
21400893917,4.51,15.5,False,1
21400893918,1.95,12.2,True,1
21400893919,5.21,10.5,True,2
21400893920,3.99,3.8,False,2
21400893921,0.61,11.0,False,2
21400893922,6.16,12.9,False,3
21400893923,6.37,8.8,True,3
21400893924,7.22,18.8,False,3
21400893925,5.91,7.9,True,3
21400893926,0.43,4.0,False,4
21400893927,7.59,20.0,False,4
21400893928,5.39,13.5,False,4
21400893929,6.95,11.4,False,4
21400893930,1.34,11.7,True,4
21400893931,1.25,9.4,True,4
21400893932,7.74,16.4,False,4
21400893933,7.83,0.0,False,4
21400906934,0.98,0.0,True,1
21400906935,3.9,14.5,False,2
21400906936,8.35,1.4,False,4
21400669937,5.36,2.1,False,2
21400879938,4.63,9.2,True,1
21400879939,2.26,15.0,True,1
21400879940,4.05,4.2,False,1
21400879941,4.79,19.6,True,1
21400879942,5.24,5.0,True,2
21400879943,4.85,15.0,True,3
21400879944,3.47,1.4,True,4
21400893945,2.44,17.3,False,2
21400893946,1.49,16.3,True,2
21400893947,2.23,4.5,True,2
21400893948,2.5,3.4,True,3
21400893949,1.31,24.0,False,3
21400893950,1.31,24.0,False,3
21400893951,2.1,7.9,False,3
21400893952,4.42,16.5,False,3
21400893953,5.0,6.5,True,1
21400893954,4.27,18.0,False,1
21400893955,7.41,10.9,False,1
21400893956,1.04,5.7,True,2
21400893957,3.44,17.5,False,2
21400893958,7.38,16.6,True,3
21400893959,7.62,17.7,True,3
21400893960,6.4,14.3,False,3
21400893961,7.47,17.7,True,4
21400893962,7.59,19.4,True,4
21400893963,7.41,4.7,True,4
21400893968,7.32,7.0,False,1
21400893969,7.32,18.4,False,1
21400893970,6.37,16.5,False,1
21400893971,2.26,19.6,True,1
21400893972,1.22,21.5,True,1
21400893973,1.34,12.3,True,1
21400893974,1.43,0.3,False,2
21400893975,0.88,19.7,False,2
21400893976,0.82,21.1,False,3
21400893977,5.0,19.0,True,3
21400893978,5.12,5.7,True,3
21400893979,4.15,13.2,True,3
21400893980,6.8,6.4,False,3
21400893981,5.36,8.2,False,3
21400893982,2.44,14.0,False,3
21400893983,8.63,0.0,True,3
21400893984,0.91,20.8,True,4
21400893985,4.6,10.3,False,4
21400893986,1.68,10.9,False,4
21400893987,3.51,15.9,False,4
214009031003,0.98,19.0,False,1
214009031004,6.37,7.7,False,1
214009031005,0.98,19.0,True,1
214009031006,7.71,18.6,False,1
214009031007,6.49,4.9,True,1
214009031008,0.91,17.6,True,2
214009031009,0.58,6.6,False,2
214009031010,6.49,12.0,True,2
214009031011,1.19,18.0,False,2
214009031012,7.44,9.0,False,2
214009031013,0.3,14.4,False,3
214009031016,6.13,14.3,False,3
214009031017,0.46,5.3,True,3
214009031018,7.74,3.7,False,3
214009031019,1.83,15.2,False,3
214009031020,7.01,10.8,True,3
214009031021,6.86,3.7,False,4
214009031022,1.62,11.3,True,4
214008891023,6.8,11.0,True,1
214008891024,7.5,9.1,False,1
214008891026,6.74,9.5,True,1
214008891027,6.04,11.9,True,2
214008891028,6.95,13.2,False,2
214008891029,1.58,12.7,False,2
214008891030,7.13,10.3,False,2
214008891033,6.22,13.0,True,3
214008891034,6.89,11.4,True,4
214008891035,0.85,9.0,False,4
214008891036,7.68,6.0,False,4
214008841037,1.58,2.0,False,1
214008841038,1.31,5.2,True,1
214008841039,1.19,16.9,True,1
214008841040,7.77,10.4,False,1
214008841041,0.82,19.9,True,1
214008841042,0.15,1.0,False,1
214008841043,4.39,24.0,True,2
214008841044,1.1,2.9,False,3
214008841045,1.13,9.0,True,3
214008841046,1.68,19.7,False,4
214008841047,1.25,11.4,True,4
214008841048,1.62,5.3,True,4
214008841049,7.32,2.5,False,4
214008841050,1.07,7.9,False,4
214009031051,8.14,11.9,False,2
214008891052,1.74,23.2,False,1
214008891054,5.33,10.0,False,3
214008841055,7.1,11.6,False,3
214008841056,0.91,10.1,True,3
214008841057,5.09,13.7,True,4
214008841058,8.05,3.1,False,4
214009031060,6.1,12.5,False,1
214009031061,5.73,13.0,False,1
214009031062,1.19,11.2,False,1
214009031066,0.3,24.0,True,1
214009031068,4.48,23.3,False,2
214009031069,1.4,19.8,True,2
214009031075,0.98,21.9,True,3
214009031077,1.46,21.0,True,3
214009031081,4.79,9.0,False,3
214009031082,4.97,12.6,True,3
214009031083,3.23,8.3,True,4
214009031085,0.88,17.2,True,4
214009031089,1.92,12.0,False,1
214009031090,6.31,14.0,False,1
214009031091,6.1,11.0,False,3
214009031092,4.97,12.4,True,4
214009031093,6.1,6.0,False,4
214008891094,6.0,7.2,False,1
214008891096,6.43,10.0,False,1
214008891097,3.41,3.4,True,1
214008891098,4.51,12.2,False,2
214008891099,0.37,9.6,False,2
214008891100,6.25,12.8,False,2
214008891101,5.61,12.2,False,2
214008891102,5.64,6.0,True,3
214008891103,5.3,5.7,False,3
214008891104,5.55,9.1,True,4
214008891105,0.85,10.8,True,4
214008891106,6.0,14.9,True,4
214008891108,0.52,0.0,True,4
214008841109,4.42,8.1,False,1
214008841110,5.76,10.9,True,2
214008841111,5.79,7.4,True,2
214008841112,5.64,15.2,True,2
214008841113,5.76,11.0,False,2
214008841114,6.0,6.4,False,2
214008841115,2.35,9.9,False,2
214008841116,0.37,19.6,True,2
214008841117,3.9,13.7,False,3
214008841118,6.0,11.8,True,3
214008841119,4.18,7.6,True,4
214008841120,6.22,6.7,True,4
214009001150,0.15,24.0,True,2
214008851151,0.76,18.1,True,2
214008851152,0.61,23.4,False,2
214008851153,1.01,18.4,True,2
214008851154,0.76,11.3,True,4
214009001155,7.13,13.9,False,1
214009001156,7.5,10.4,False,2
214009001157,5.91,7.6,False,2
214009001158,0.61,12.3,True,2
214009001159,7.35,17.9,False,2
214009001160,3.05,11.7,True,2
214009001161,6.89,15.0,True,4
214009001162,8.2,0.9,True,4
214009001163,1.19,22.6,True,4
214008851164,7.16,11.4,True,2
214008851165,4.91,14.5,False,2
214008851166,7.1,12.1,True,3
214008851167,7.41,14.7,True,3
214008851168,7.32,20.1,False,4
214008851169,0.37,9.7,False,4
214008851170,7.44,16.0,False,4
214008851171,3.32,7.8,False,4
