shot_id,shot_distance,time_clock,shot_result,quarter
214008851173,7.19,4.8,True,4
214009001174,2.47,7.0,False,1
214009001175,1.43,9.0,False,2
214009001176,7.89,1.0,False,2
214009001177,1.65,16.1,False,2
214009001178,2.44,10.3,True,4
214008851181,0.82,16.4,False,1
214008851182,0.43,24.0,True,3
214009001183,6.34,16.4,True,1
214009001184,2.38,3.3,False,1
214009001185,7.41,8.0,False,2
214009001186,2.56,15.2,False,3
214009001187,7.41,20.1,True,3
214009001188,7.44,9.7,False,4
214009001189,1.22,0.0,False,4
214008851190,7.22,15.0,True,1
214008851191,1.16,14.9,True,2
214008851192,6.16,11.5,True,3
214008851194,3.44,12.7,True,3
214008851195,8.02,17.1,False,4
214008851196,7.53,12.3,True,4
214009001199,8.26,12.5,True,4
214009001200,1.28,16.6,True,4
214009001201,8.41,12.2,True,4
214009001202,5.43,11.0,False,4
214009001203,1.74,9.3,True,4
214009001204,7.99,15.9,True,4
214009001205,1.04,19.8,True,4
214008851206,7.56,1.8,False,1
214008851207,5.27,13.1,False,2
214008851208,7.56,20.0,False,2
214008851209,7.65,14.7,False,2
214008851210,2.9,17.3,True,2
214008851211,8.08,9.0,True,3
214008851212,7.68,18.6,False,3
214008851213,4.21,11.2,True,4
214008851214,7.89,17.0,False,4
214008851215,7.89,13.8,False,4
214008851216,3.69,16.6,True,4
214008851217,7.38,13.1,False,4
214008851218,7.62,15.4,True,4
214009001221,1.62,19.2,False,1
214009001222,1.58,20.3,False,1
214009001223,7.44,15.0,True,1
214009001224,2.26,12.2,True,2
214009001225,6.25,5.6,True,3
214009001226,1.52,21.7,True,3
214009001227,7.32,2.6,False,3
214009001228,1.1,19.1,True,3
214009001229,0.79,10.0,False,3
214008851230,1.8,10.8,True,3
214008851231,0.15,24.0,True,3
214008851232,1.04,17.9,False,3
214008851233,2.1,7.7,False,3
214009001234,6.04,13.5,False,1
214009001235,2.71,7.7,True,1
214009001236,2.96,9.3,False,1
214009001237,1.92,14.0,True,1
214009001238,2.41,3.4,True,1
214009001239,5.76,6.0,False,1
214009001240,1.49,12.9,True,2
214009001241,3.23,3.1,True,2
214009001242,1.55,7.4,True,3
214009001243,5.85,15.9,True,3
214009001244,2.19,23.3,False,3
214009001245,0.61,24.0,True,3
214009001247,1.04,12.1,True,4
214009001248,0.64,10.4,False,4
214009001250,1.25,9.5,True,4
214009001254,7.41,13.0,False,3
214009001255,7.07,19.7,False,3
214008851256,7.44,10.3,False,2
214008851257,5.12,15.1,False,2
214008851258,6.83,7.4,False,2
214008851259,7.16,17.4,True,2
214008851264,2.93,4.5,True,4
214008851265,1.22,23.4,False,4
214008891290,9.75,0.6,False,1
214008891291,1.65,18.0,False,2
214008891292,1.1,10.8,True,2
214008891293,2.35,19.4,True,2
214008891294,1.07,10.4,True,4
214008891295,1.22,5.1,False,4
214008891296,2.96,6.9,False,2
214008891297,8.11,17.6,False,2
214008891301,0.37,10.1,True,1
214008891302,7.56,13.3,True,1
214008891305,6.74,18.4,True,3
214008971326,7.38,1.8,False,3
214008821328,1.77,16.3,True,1
214008821329,7.56,10.0,True,1
214008821330,3.54,12.7,False,1
214008821332,1.19,20.7,True,1
214008821333,4.69,10.4,False,2
214008821334,1.16,24.0,True,2
214008821336,4.45,10.8,False,3
214008821337,1.92,17.8,False,3
214008821338,0.18,13.3,False,3
214008821339,2.53,10.6,False,4
214008821340,3.87,6.8,False,4
214008971343,7.44,13.2,False,2
214008821346,7.25,2.8,False,1
214008821347,6.8,3.4,True,1
214008821348,7.99,7.2,True,1
214008821350,6.95,10.3,False,3
214008971352,3.66,9.9,False,1
214008971357,1.13,24.0,True,2
214008971358,5.94,3.1,True,2
214008971365,1.52,12.0,False,3
214008971369,7.47,16.0,True,4
214008971371,1.04,21.3,True,4
214008971374,0.82,19.7,True,4
214008971375,2.19,21.6,False,4
214008821376,3.41,12.2,True,1
214008821377,6.0,15.0,False,1
214008821378,2.19,11.3,False,1
214008821379,6.61,11.3,False,2
214008821380,1.22,21.3,False,2
214008821381,3.23,14.8,True,2
214008821382,0.61,14.1,True,2
214008821383,3.29,15.8,False,3
214008821384,2.23,7.4,True,3
214008821385,7.53,17.8,True,3
214008821386,5.43,15.6,True,3
214008821387,7.13,13.8,False,3
214008971391,6.92,11.0,False,1
214008971392,1.62,22.4,True,2
214008971399,5.52,10.0,True,4
214008971400,2.9,12.6,False,4
214008821401,1.86,17.2,False,1
214008821402,5.39,3.9,False,2
214008821403,2.71,11.1,False,2
214008821404,1.46,14.7,False,3
214008971412,1.07,11.0,True,2
214008821421,5.91,9.8,False,1
214008821422,5.58,17.8,True,1
214008821423,2.23,11.1,False,1
214008821424,2.65,16.9,True,1
214008821425,5.49,11.0,False,1
214008821426,5.64,11.6,False,2
214008821427,5.09,5.3,False,2
214008821428,5.64,12.0,False,3
214008821429,2.62,10.0,False,4
214008821430,2.13,5.8,False,4
214008821431,2.19,11.0,True,4
214008821436,5.24,10.8,True,4
214008821438,6.74,15.5,False,4
214008821439,3.93,12.9,True,4
214008821440,7.19,15.6,False,4
214009001441,6.98,4.2,False,3
214009001442,5.06,1.5,True,3
214008911443,1.16,12.2,False,2
214008911444,3.14,14.1,False,4
214008911445,0.67,13.5,False,4
214008911446,7.62,18.0,False,4
214008911447,7.44,14.5,False,4
214008911448,6.98,1.6,False,4
214008831449,7.68,20.9,False,1
214008831450,7.5,13.3,False,1
214008831451,4.57,9.2,False,3
214008831452,7.41,6.4,True,4
214009001453,4.79,10.3,False,1
214009001454,5.49,11.5,True,1
214009001455,4.54,4.7,True,1
214009001456,0.09,24.0,False,1
214009001457,7.56,13.8,False,2
214009001458,1.37,17.2,True,2
214009001459,1.13,11.1,True,2
214009001460,0.7,5.3,True,2
214009001461,1.13,20.8,True,3
214009001462,7.5,20.0,True,3
214009001463,7.41,19.4,False,3
214009001464,4.57,13.5,False,3
214009001465,7.71,15.9,False,3
214009001466,0.67,10.0,True,3
214009001467,1.49,9.2,False,4
214009001468,6.61,0.1,True,4
214009001469,7.59,6.3,False,4
214008911473,6.89,21.0,True,1
214008911474,7.53,10.2,True,1
214008911475,6.64,14.3,False,1
214008911476,1.31,12.0,True,2
214008911477,7.5,8.6,False,3
214008911478,2.13,7.0,True,3
214008911479,1.46,17.1,True,3
214009001480,2.13,13.7,False,1
214009001481,1.65,15.2,False,1
214009001482,7.07,12.3,True,1
214009001483,8.26,0.0,False,1
214009001484,0.94,20.8,True,2
214009001485,1.74,16.2,False,2
214009001486,0.88,15.7,True,2
214009001487,7.07,14.4,False,3
214009001488,7.28,21.3,False,3
214009001489,4.69,1.4,True,3
214009001490,1.31,0.0,True,3
214009001491,1.62,11.9,False,4
214009001492,1.01,9.1,True,4
214009001493,7.89,2.0,True,4
214009001494,8.17,2.9,True,4
214009001495,0.79,1.5,True,4
214008911496,4.51,10.6,True,1
214008911497,6.04,8.2,False,1
214008911498,1.31,19.7,True,1
214008911499,5.15,10.2,True,1
214008911500,6.89,2.9,False,1
214008911501,3.14,20.2,True,1
214008911502,0.88,11.5,True,1
214008911503,2.41,9.6,False,1
214008911504,6.64,4.7,True,2
214008911505,1.46,4.8,False,2
214008911506,1.22,4.2,False,2
214008911507,1.07,21.8,True,2
214008911508,6.1,12.4,False,2
214008911509,1.74,16.5,True,2
214008911510,0.64,21.0,True,2
214008911511,12.5,0.0,False,2
214008911512,3.26,18.5,False,3
214008911513,0.64,4.1,True,3
214008911514,1.71,20.5,True,3
214008911515,0.37,18.6,False,3
214008911516,5.76,1.2,True,3
214008911517,1.77,14.4,False,3
214008911518,5.06,8.0,False,3
214008831519,0.82,6.8,True,1
214008831520,2.83,5.8,False,1
214008831521,1.31,7.4,True,1
214008831522,1.77,22.5,True,1
214008831523,7.65,4.5,False,1
214008831524,7.92,7.7,True,2
214008831525,1.25,6.9,True,2
214008831526,8.5,11.0,False,2
214008831527,2.35,21.3,True,2
214008831528,3.9,13.7,False,2
214008831529,3.63,9.0,True,2
214008831530,0.76,14.6,False,2
214008831531,2.26,5.0,False,2
214008831532,0.73,9.3,False,2
214008831533,7.89,0.0,False,2
214008831534,3.35,7.6,False,3
214008831535,7.8,8.3,True,3
214008831536,7.71,15.3,False,3
214008831537,5.7,3.9,True,3
214008831538,5.85,1.7,True,3
214008831539,7.68,16.1,True,3
214008831540,7.74,11.7,False,3
214008831541,0.67,19.9,True,3
214008831542,3.32,5.0,False,3
214008831543,4.88,7.8,True,4
214008831544,7.71,2.9,False,4
214008831545,1.95,14.8,False,4
214008831546,6.92,2.3,True,4
214008831547,7.71,3.5,False,4
214008831548,0.3,1.5,False,4
214008831549,7.16,2.0,False,4
214008831550,0.98,1.0,False,5
214008831551,7.86,10.7,False,5
214008831552,1.71,6.2,False,5
214008831553,7.89,24.0,True,5
214009001568,7.56,7.0,False,1
214009001569,6.37,15.3,True,1
214009001570,7.65,14.0,True,2
214009001571,6.83,14.3,True,2
214009001572,6.89,11.2,True,2
214009001573,7.07,8.0,True,2
214009001574,8.32,12.1,True,3
214009001575,8.69,9.9,False,3
214009001576,7.65,9.1,False,3
214009001577,6.86,9.0,False,4
214008911578,7.53,9.6,False,1
214008911579,7.65,11.2,True,1
214008911580,2.56,7.2,False,1
214008911581,7.44,2.9,False,1
214008911582,2.1,18.0,False,1
214008911583,0.7,20.5,True,2
214008911584,7.56,16.8,False,2
214008911585,7.59,8.7,False,3
214008911586,7.41,12.0,True,3
214008911587,1.04,21.2,True,3
214008831588,2.53,9.3,False,1
214008831589,7.53,13.7,False,1
214008831590,6.95,12.0,False,1
214008831591,2.04,13.9,True,1
214008831592,0.52,15.0,True,1
214008831593,0.94,5.1,True,1
214008831594,6.98,19.5,False,2
214008831595,3.57,6.0,False,2
214008831596,0.64,9.0,True,2
214008831597,1.74,13.4,True,2
214008831598,6.83,12.2,False,3
214008831599,7.71,9.7,True,3
214008831600,6.89,21.1,True,3
214008831601,7.77,6.5,True,3
214008831602,2.07,10.4,False,3
214008831603,7.65,15.9,False,3
214008831604,7.5,10.7,False,4
214008831605,7.56,2.5,False,4
214008831606,0.67,1.9,False,4
214008911607,8.63,3.7,False,4
214008911608,7.5,11.1,True,4
214008911610,5.82,4.1,False,4
214008911611,7.07,18.4,False,4
214008911612,7.38,21.5,True,4
214008961619,5.24,8.7,True,4
214008961620,7.62,9.4,False,4
214008961621,7.32,19.7,False,4
214008961622,3.66,10.3,True,1
214008961623,5.58,16.3,True,1
214008961624,5.97,11.0,True,2
214008961625,2.9,6.9,False,2
214008961626,0.73,16.2,False,2
214008961627,0.4,14.3,True,2
214008961628,6.1,10.0,False,4
214008961629,1.95,9.6,False,4
214008961630,2.44,4.8,False,4
214008811631,5.88,8.0,True,1
214008811632,6.49,7.9,False,2
214008811637,2.9,10.8,True,2
214008811638,5.58,11.5,True,4
214008811639,5.36,14.0,True,4
214008811640,5.88,16.0,False,4
214008811641,2.47,10.8,False,4
214008811642,6.25,13.6,True,4
214008961643,7.22,2.1,False,4
214008961644,7.19,12.0,True,4
214008961645,7.07,10.3,False,4
214008961646,1.22,11.0,False,1
214008961647,6.8,19.2,True,4
214008961648,6.98,18.9,False,4
214008961649,6.95,13.7,True,4
214008811650,7.74,13.1,False,3
214008811651,4.51,13.8,True,2
214008811652,7.56,5.1,False,2
214008811653,7.32,11.4,False,3
214008811654,6.22,6.0,True,3
214008811655,7.41,17.0,False,4
214008811656,4.72,4.1,False,4
214008961657,6.8,11.8,False,1
214008961658,7.53,10.7,True,1
214008961659,6.89,11.0,False,1
214008961660,7.04,7.7,True,2
214008961661,7.86,12.1,True,2
214008961662,7.04,13.3,False,3
214008961663,3.78,9.6,False,3
214008961664,2.04,22.6,True,3
214008961665,2.19,7.2,False,3
214008811666,5.49,9.5,False,1
214008811667,1.22,22.7,True,1
214008811668,9.75,0.0,False,1
214008811669,7.56,9.6,False,2
214008811670,3.96,11.8,False,3
214008811672,6.95,11.5,False,3
214008811673,5.79,13.3,False,4
214008811674,7.59,8.7,False,4
214008811675,8.08,8.8,True,4
214008961676,1.19,20.3,True,1
214008961677,5.36,0.0,False,1
214008961678,6.1,14.2,True,2
214008961679,6.22,3.5,True,2
214008961680,6.46,15.9,True,2
214008961681,1.16,13.9,False,2
214008961682,7.47,13.5,True,2
214008961683,1.22,9.7,True,2
214008961684,0.73,19.6,True,3
214008961685,7.59,4.0,False,3
214008961686,2.38,4.4,False,4
214008961687,1.13,10.2,False,4
214008811688,5.52,7.4,True,2
214008811689,1.34,20.7,True,2
214008811690,1.22,20.0,False,2
214008811691,6.31,11.6,True,2
214008811692,8.6,2.0,True,2
214008811693,3.75,13.0,False,2
214008811695,3.23,16.4,False,3
214008811696,0.43,0.0,False,3
214008811697,1.34,9.8,False,4
214008811698,7.68,2.3,False,4
214008811699,5.0,8.1,False,4
214008811701,6.83,0.4,False,1
214008811703,5.67,12.4,False,1
214008811704,0.7,24.0,False,1
214008811705,0.67,24.0,False,2
214008811707,0.43,24.0,False,2
214008811710,3.02,10.3,True,3
214008811711,2.99,10.0,False,4
214008961713,5.79,12.3,True,1
214008961714,4.57,2.7,False,1
214008961715,6.22,9.9,True,1
214008961716,6.0,14.1,True,1
214008961717,6.37,13.4,True,2
214008961718,0.79,8.4,False,3
214008961719,2.77,9.4,True,3
214008961720,6.16,12.5,True,3
214008961721,5.21,1.5,False,3
214008811723,3.81,12.5,False,1
214008811724,1.65,0.4,False,3
214008811725,6.77,13.1,False,3
214008811726,2.32,4.2,False,3
214008811727,5.91,8.8,True,3
214008811728,5.7,10.4,True,3
214008811729,4.54,5.6,False,3
214008961730,2.19,12.7,False,1
214008961731,1.98,18.0,True,1
214008961732,6.98,3.2,False,3
214008811734,0.46,9.2,True,1
214008811735,6.95,16.7,False,1
214008811738,7.65,17.8,False,3
214008981740,6.1,13.6,False,1
214008981741,5.97,9.9,True,1
214008981742,6.74,12.8,False,1
214008981743,6.0,11.6,False,2
214008981744,6.19,14.8,False,2
214008981745,7.38,5.1,True,3
214008981746,6.19,12.0,True,3
214008981747,7.1,8.3,False,3
214008981748,7.35,22.4,True,3
214008981749,7.35,12.3,True,3
214008981750,7.99,2.7,False,3
214008981751,1.19,14.6,False,3
214008981752,7.5,15.5,False,4
214008911753,5.88,16.2,True,1
214008911754,7.74,14.4,True,1
214008911755,0.98,16.0,False,1
214008911756,1.55,11.3,False,1
214008911757,6.89,16.9,False,1
214008911758,6.58,20.3,False,2
214008911759,7.35,20.5,False,2
214008911760,7.19,0.0,False,2
214008911761,6.19,15.5,True,3
214008801762,0.91,20.6,True,1
214008801763,5.73,16.6,True,1
214008801764,0.21,15.1,False,1
214008801765,5.85,17.1,False,1
214008801766,1.1,20.4,False,1
214008801767,0.98,24.0,False,2
214008801768,6.68,6.3,False,2
214008801769,0.34,20.7,False,2
214008801770,6.04,9.0,True,3
214008801771,6.16,15.5,False,3
214008801773,6.4,22.0,False,3
214008801774,0.58,19.4,True,3
214008801775,6.19,6.0,True,3
214008801778,7.07,19.1,False,4
214008971779,5.61,12.1,True,4
214008971780,7.32,11.7,False,4
214008871781,2.74,13.8,True,2
214008871782,6.31,16.1,False,2
214008981807,2.38,7.3,False,1
214008981808,7.41,6.8,False,1
214008981809,6.58,13.0,False,1
214008981810,6.1,16.9,False,2
214008981811,4.88,15.0,False,3
214008981812,4.21,13.5,False,4
214008981813,1.46,21.0,True,4
214008981814,4.72,12.4,False,4
214008911815,0.43,20.0,True,1
214008911816,4.18,18.8,False,1
214008911819,2.87,11.2,False,1
214008911820,2.56,2.2,False,2
214008911821,0.91,17.6,False,3
214008911822,3.6,17.0,True,3
214008801823,4.57,19.2,False,1
214008801824,5.85,14.0,False,1
214008801825,3.87,13.1,True,1
214008801826,4.57,17.6,True,1
214008801827,5.43,14.1,True,1
214008801828,3.99,17.0,True,1
214008801829,5.15,10.8,False,1
214008801830,4.54,10.7,False,2
214008801831,5.18,6.7,False,3
214008801832,6.64,1.6,False,3
214008801833,5.52,14.3,False,4
214008801834,7.38,17.7,False,4
214008981835,4.48,16.0,True,1
214008981836,4.36,8.1,False,1
214008981837,1.25,7.5,False,1
214008981838,4.51,15.6,False,1
214008981839,4.97,8.4,True,2
214008981840,2.44,5.1,True,4
214008911841,5.06,13.6,False,1
214008911842,2.29,3.6,True,2
214008911843,5.06,8.4,False,2
214008911844,4.79,14.8,True,2
214008911845,4.82,21.3,False,2
214008911846,5.21,13.6,True,2
214008911847,3.93,12.4,True,2
214008911850,1.98,20.1,True,3
214008911851,4.97,16.2,False,3
214008911852,1.07,7.9,False,3
214008911853,0.24,8.8,False,3
214008911854,5.61,0.0,False,3
214008911855,6.07,14.4,True,3
214008801856,1.46,13.7,True,1
214008801857,4.85,0.2,False,2
214008801858,0.98,4.2,False,2
214008801859,1.4,4.0,True,2
214008801860,4.45,5.8,False,2
214008801863,3.29,23.8,False,3
214008801864,1.34,6.2,True,3
214008801865,0.37,24.0,True,3
214008801866,1.49,2.7,True,3
214008801867,5.46,6.9,False,4
214008981868,0.67,19.7,False,1
214008981869,6.89,15.0,False,1
214008981870,0.64,10.8,False,2
214008981871,7.44,4.2,False,2
214008981872,6.0,15.1,True,2
214008981873,7.62,18.4,False,2
214008981874,4.02,2.7,False,2
214008981875,0.27,0.0,True,2
214008981876,7.53,22.7,False,3
214008981877,6.1,14.1,False,3
214008981878,6.61,16.1,False,3
214008981879,1.52,3.3,True,4
214008981880,7.22,3.1,False,4
214008981881,2.19,6.8,False,4
214008911882,4.21,17.6,False,1
214008911883,7.38,18.8,False,1
214008911884,7.62,16.2,False,1
214008911885,7.41,10.5,False,2
214008911886,3.6,7.7,False,3
214008801887,7.38,4.0,False,1
214008801888,0.91,20.9,True,1
214008801889,7.35,19.2,True,1
214008801890,7.68,16.6,False,2
214008801891,4.63,3.7,True,2
214008801892,7.59,15.6,False,2
214008801893,1.71,16.0,False,2
214008801894,6.31,9.1,False,4
214008801895,5.27,18.0,False,4
214008801896,8.2,8.4,True,4
214008801897,0.85,24.0,False,4
214008981898,4.94,13.8,False,1
214008981899,2.53,23.2,False,2
214008981900,5.61,10.7,False,2
214009011901,1.19,18.7,True,1
214009011902,7.32,7.7,True,1
214009011903,1.19,17.3,False,1
214009011904,7.65,4.0,False,1
214009011905,6.52,5.2,True,1
214009011906,1.77,10.0,True,2
214009011907,2.35,5.2,False,2
214009011908,1.46,3.3,False,2
214009011909,6.86,5.1,False,2
214009011910,5.27,16.5,False,3
214009011911,6.86,8.6,True,4
214009011912,6.92,1.0,False,4
214008941913,3.05,4.6,False,1
214008941914,2.5,13.6,False,2
214008941915,3.11,6.6,False,2
214008941916,3.02,7.3,True,2
214008941917,2.56,12.9,False,2
214008941918,1.01,14.7,False,2
214008941919,2.13,7.1,True,2
214008941920,5.15,5.3,False,3
214008941921,2.32,11.6,True,3
214008941922,1.89,7.2,False,3
214008941923,2.56,3.1,False,3
214008941924,6.61,13.7,False,4
214008941925,8.29,15.0,False,4
214009061926,7.59,0.0,True,1
214009061927,3.63,4.6,False,2
214009061928,7.32,10.8,False,2
214009061929,6.68,20.0,False,2
214009061930,7.38,19.4,True,4
214009061931,5.12,11.1,False,4
214009061932,7.25,12.7,True,4
214009061933,5.39,15.2,False,4
214009061934,8.9,2.7,True,4
214009061935,3.96,15.1,False,4
214009061937,7.22,12.5,False,4
214009061938,7.04,8.0,True,1
214009061939,1.22,23.0,False,1
214009061940,7.5,13.3,False,1
214009061941,1.16,6.4,False,2
214009061942,4.33,24.0,True,2
214009061943,6.13,9.9,True,3
214009061944,2.47,13.7,False,3
214009061947,4.02,11.7,True,4
214009061948,4.54,10.3,False,4
214009061950,5.85,9.2,True,1
214009061951,2.93,9.1,True,1
214009061952,6.86,18.2,True,1
214009061953,5.09,7.1,True,1
214009061954,5.46,17.7,True,1
214009061955,7.32,14.5,False,2
214009061956,1.19,24.0,True,2
214009061957,4.02,9.0,True,2
214009061958,7.22,8.5,True,2
214009061959,7.74,10.5,False,3
214009061960,1.43,15.3,True,3
214009061961,0.82,24.0,True,4
214009061962,7.53,18.2,False,1
214009061963,6.16,18.5,True,2
214009061964,2.38,10.0,False,4
214009061965,1.16,22.3,True,4
214009061966,1.77,13.9,True,4
214009061969,7.07,19.4,False,1
214009061970,7.1,17.6,False,1
214009061971,0.79,21.0,False,1
214009061972,7.5,10.5,True,2
214009061973,0.18,0.0,False,2
214009061974,0.3,20.1,True,3
214009061975,7.1,14.1,True,3
214009061976,0.52,17.4,True,1
214009061977,4.79,4.0,False,1
214009061978,2.04,3.9,False,3
214009061979,0.24,6.6,True,3
214009061981,0.88,15.6,False,1
214009061982,2.41,18.0,False,1
214009061983,0.49,20.0,True,1
214009061984,4.6,13.1,True,1
214009061985,5.33,17.4,False,1
214009061986,5.24,7.5,True,2
214009061987,1.8,16.4,True,2
214009061988,5.3,12.4,True,3
214009061989,3.17,13.6,True,3
214009061990,1.13,18.9,True,3
214009061991,2.87,19.2,True,3
214009061992,6.4,16.8,False,3
214009061993,5.03,16.0,False,3
214009061994,6.86,7.0,False,3
214009061995,5.91,11.0,True,1
214009061996,6.43,14.6,False,1
214009061997,1.1,15.0,False,2
214009061998,1.34,18.8,True,2
214008791999,7.13,10.0,True,2
214009022000,7.59,6.4,False,1
214009022001,2.13,19.2,False,1
214009022002,6.1,20.2,False,1
214009022003,7.56,9.8,False,1
214009022004,6.04,16.3,True,1
214009022005,2.04,9.9,True,2
214009022006,0.67,4.2,False,2
214009022008,8.23,5.9,True,3
214009022009,4.6,19.9,False,3
214008952010,7.65,15.4,True,1
214008952011,2.41,11.0,True,1
214008952012,0.85,4.8,False,2
214008952013,7.62,11.9,False,2
214008952014,4.02,11.7,False,2
214008952015,0.82,20.8,True,2
214008952016,1.83,21.4,False,2
214008952017,7.74,11.4,False,2
214008952019,7.22,5.6,True,3
214008952020,3.35,6.8,False,4
214008952021,7.65,5.0,False,4
214008842022,7.56,6.1,False,1
214008842023,7.71,12.7,True,1
214008842024,0.94,4.7,True,1
214008842025,7.41,10.0,False,2
214008842027,1.77,8.4,True,3
214008842028,7.74,5.5,False,3
214008842029,5.82,1.5,False,4
214008842030,0.73,22.3,True,4
214008842031,7.53,8.0,True,4
214009022032,0.52,19.5,False,1
214009022033,2.8,14.5,False,1
214009022034,7.19,23.0,False,1
214009022035,0.58,19.4,False,1
214009022036,2.07,0.8,False,2
214009022038,5.21,6.2,False,3
214009022039,4.82,7.3,False,3
214009022040,1.25,13.3,False,4
214008952041,7.07,0.5,False,1
214008952042,1.13,13.2,False,1
214008952043,0.61,18.1,True,2
214008952044,0.64,0.0,False,2
214008952045,6.46,9.7,True,3
214008952046,7.01,18.0,True,3
214008952047,7.13,7.6,False,3
214008952048,6.04,3.9,True,4
214008952049,4.48,8.5,True,4
214008952050,5.85,12.8,False,4
214008952052,6.74,0.2,True,4
214008842053,7.01,5.0,False,1
214008842054,6.64,0.9,False,1
214008842055,0.91,21.8,True,3
214008842056,0.46,16.0,False,3
214008842057,7.13,15.8,False,4
214008842058,0.43,16.0,True,4
214009002059,0.24,12.3,True,1
214009002060,1.71,9.3,False,1
214009002061,0.37,14.4,True,1
214009002062,0.4,13.9,True,1
214009002063,2.5,2.6,False,1
214009002064,0.46,5.2,False,1
214009002065,2.74,24.0,True,2
214009002066,1.28,6.9,False,3
214008912067,2.13,11.5,True,2
214008912068,1.01,4.4,True,2
214008912070,3.08,7.0,False,3
214008912071,0.7,5.2,True,3
214008912072,1.16,16.3,True,3
214008832073,0.46,24.0,True,1
214008832074,1.92,11.2,True,1
214008832075,2.13,15.7,True,1
214008832076,5.91,3.6,False,1
214008832077,0.15,11.7,True,1
214008832078,1.43,10.7,False,1
214008832079,0.7,5.3,False,2
214008832080,0.46,9.9,True,3
214009082081,6.74,14.4,False,1
214009082082,4.08,12.0,False,2
214009082083,1.46,10.8,False,3
214009082084,7.44,17.8,False,3
214009082085,7.68,15.5,True,4
214009082086,2.23,20.9,True,4
214009082087,6.86,8.7,False,5
214008792088,7.8,14.8,True,1
214008792089,4.27,13.3,False,2
214008792090,6.86,16.2,False,2
214008792091,3.9,11.3,False,2
214009022092,5.39,18.0,True,1
214009022093,5.91,10.5,True,1
214009022094,5.79,9.0,True,2
214008952096,3.81,13.7,True,1
214008952098,5.24,14.9,False,2
214008952099,0.58,14.4,True,2
214008952100,5.76,17.7,True,4
214009022145,1.4,18.4,True,1
214009022146,1.13,8.6,True,1
214009022147,1.37,11.3,False,2
214009022148,1.77,21.1,False,2
214009022149,0.58,24.0,True,2
214009022150,1.4,4.0,False,2
214009022151,0.94,2.7,False,2
214009022153,1.65,19.6,True,3
214009022154,0.3,19.5,True,3
214009022155,1.89,17.2,True,3
214009022156,0.52,15.0,False,3
214009022157,0.67,6.2,True,4
214009022158,2.04,8.1,True,4
214008952159,3.9,17.2,False,1
214008952160,3.41,16.7,True,1
214008952161,2.62,6.2,True,1
214008952162,0.94,19.4,True,1
214008952163,0.64,14.2,False,3
214008952164,1.13,11.8,True,3
214008952166,0.67,10.9,False,3
214008952167,0.58,10.8,True,3
214008842174,7.19,0.0,False,2
214009022175,1.95,10.4,True,1
214009022176,0.79,24.0,True,1
214009022177,1.4,16.1,False,3
214009022178,0.73,5.2,False,3
214009022179,1.13,8.0,True,3
214009022180,0.98,11.4,False,4
214008952187,1.49,12.4,False,4
214008952188,0.49,10.0,True,4
214008952189,4.6,13.0,False,4
214008842195,0.15,24.0,False,2
214008842197,0.43,16.8,False,2
214009052225,7.28,19.5,False,1
214009052226,4.69,8.3,False,1
214009052227,0.79,5.7,True,2
214009052229,0.64,21.0,True,3
214009052230,0.46,19.9,False,3
214009052231,4.24,15.1,False,4
214009052232,1.4,18.5,True,4
214009052233,7.35,8.5,True,4
214008872238,4.63,11.3,False,3
214008872240,0.64,9.4,True,4
214008872241,7.22,4.1,True,4
214008982250,0.79,15.4,True,1
214008982251,7.47,19.6,False,2
214008982252,7.13,13.7,False,2
214008982253,3.66,16.3,True,3
214008982254,3.87,17.5,True,3
214008982255,1.37,5.8,False,3
214008982256,7.19,6.4,True,4
214008982257,0.91,10.8,False,4
214008982258,1.07,2.9,False,4
214008982259,7.32,12.0,True,4
214008982260,4.15,19.9,True,4
214008982261,8.53,3.2,False,4
214008912262,7.1,13.6,False,1
214008912264,3.57,12.0,False,2
214008912265,0.67,4.9,True,2
214008912266,6.34,17.0,True,2
214008912267,7.19,11.5,False,2
214008912268,7.19,1.8,False,2
214008912269,0.7,18.0,True,2
214008912270,0.79,11.8,False,3
214008912271,2.71,13.7,False,3
214008912272,2.1,20.1,False,3
214008912273,7.22,8.4,False,3
214008912274,7.56,0.0,False,3
214008802275,7.28,18.8,False,1
214008802276,6.77,19.3,True,1
214008802277,0.58,13.1,True,1
214008802278,7.38,0.0,True,1
214008802279,7.83,16.5,False,2
214008802280,0.73,5.8,True,2
214008802281,0.61,14.2,True,2
214008802282,8.29,10.7,False,2
214008802283,1.43,21.1,True,2
214008802284,1.55,9.9,False,2
214008802285,6.95,1.1,False,2
214008802286,1.1,13.7,False,3
214008802287,2.59,4.0,False,3
214008802288,0.24,21.0,False,3
214008802289,9.51,0.0,False,3
214008802290,1.58,5.3,False,4
214008802291,7.25,13.1,True,4
214008802292,7.35,14.1,False,4
214008802293,7.1,12.3,False,4
214008802294,0.61,10.0,True,4
214008802295,7.41,0.0,False,4
214008812374,7.62,15.8,False,1
214008812375,4.15,9.3,False,1
214008812376,7.68,6.2,False,2
214008812377,1.28,10.4,False,2
214008812378,2.1,17.1,True,2
214008812379,7.16,14.0,False,3
214008812380,2.13,8.8,False,3
214008812381,7.59,18.6,True,3
214008812382,7.38,8.6,True,3
214008812383,1.4,7.4,True,3
214008812384,2.29,19.4,True,3
214009042410,0.88,14.4,False,1
214009042411,0.49,18.4,False,3
