shot_id,shooter_id,defender_id,defender_distance
21400880659,23000.0,23438.0,3.35
21400880661,23000.0,23161.0,1.71
21400880662,23000.0,22934.0,0.34
21400907663,23446.0,23252.0,0.64
21400907664,23446.0,23252.0,0.61
21400907665,23446.0,22886.0,1.25
21400907666,23446.0,22910.0,0.94
21400907667,23446.0,23146.0,1.46
21400907668,23446.0,22910.0,2.96
21400907669,23446.0,23146.0,1.68
21400907670,23446.0,22886.0,1.86
21400907671,23446.0,23252.0,1.13
21400907672,23446.0,22910.0,0.67
21400907673,23446.0,22910.0,0.61
21400907674,23446.0,23037.0,2.01
21400907675,23446.0,23252.0,1.65
21400907676,23446.0,23252.0,0.91
21400907677,23446.0,23252.0,0.85
21400907678,23446.0,22886.0,1.22
21400886685,23446.0,23512.0,1.77
21400880696,23446.0,23402.0,1.55
21400880697,23446.0,22934.0,1.46
21400880698,23446.0,22908.0,2.26
21400880699,23446.0,23402.0,1.52
21400880700,23446.0,23402.0,1.1
21400880701,23446.0,23438.0,1.07
21400880702,23446.0,23402.0,2.71
21400880703,23446.0,22996.0,0.43
21400880704,23446.0,22934.0,0.58
21400880705,23446.0,22934.0,0.79
21400880707,23446.0,23402.0,1.16
21400880708,23446.0,23402.0,1.04
21400880709,23446.0,22934.0,0.64
21400880711,23446.0,22908.0,0.67
21400880712,23446.0,23509.0,1.65
21400880713,23446.0,22996.0,0.64
21400880714,23446.0,22934.0,0.49
21400880715,23446.0,22934.0,0.34
21400880716,23446.0,22934.0,0.88
21400880717,23446.0,23457.0,0.79
21400907725,23217.0,23037.0,1.19
21400907726,23217.0,23305.0,0.94
21400907727,23217.0,23047.0,0.88
21400907728,23217.0,22886.0,0.85
21400907729,23217.0,23047.0,1.07
21400907730,23217.0,23047.0,0.79
21400907731,23217.0,23037.0,1.83
21400907732,23217.0,22886.0,1.28
21400907733,23217.0,22886.0,1.52
21400907734,23217.0,23146.0,1.1
21400886739,23217.0,23512.0,0.06
21400880743,23217.0,23438.0,0.55
21400880744,23217.0,23438.0,0.61
21400880745,23217.0,23438.0,0.58
21400880746,23217.0,23438.0,0.37
21400880747,23217.0,23402.0,1.13
21400907768,23145.0,22886.0,2.35
21400907769,23145.0,23047.0,0.94
21400907770,23145.0,23037.0,0.85
21400907771,23145.0,22968.0,1.98
21400886774,23145.0,23512.0,1.43
21400886775,23145.0,23512.0,0.76
21400880780,23145.0,23438.0,0.52
21400880782,23145.0,22908.0,0.58
21400880783,23145.0,22996.0,0.37
21400907784,23093.0,23252.0,1.58
21400907785,23093.0,23037.0,1.28
21400907786,23093.0,22886.0,2.8
21400907787,23093.0,23146.0,3.08
21400907788,23093.0,23146.0,1.16
21400907789,23093.0,22910.0,1.4
21400907790,23093.0,23305.0,6.46
21400907791,23093.0,23305.0,1.98
21400907792,23093.0,23146.0,0.98
21400907793,23093.0,23037.0,2.01
21400907794,23093.0,22968.0,0.43
21400907795,23093.0,23146.0,1.43
21400907796,23093.0,22968.0,1.68
21400907797,23093.0,22886.0,0.21
21400880803,23093.0,22934.0,1.58
21400880804,23093.0,23457.0,0.73
21400880805,23093.0,23457.0,0.94
21400880808,23093.0,22908.0,1.31
21400880809,23093.0,23438.0,3.81
21400880810,23093.0,23161.0,0.73
21400880811,23093.0,23161.0,1.68
21400880813,23093.0,22996.0,0.82
21400880814,23093.0,22934.0,0.88
21400880815,23093.0,22934.0,0.55
21400892816,23139.0,23274.0,0.91
21400892817,23139.0,23435.0,1.13
21400892818,23139.0,23413.0,3.2
21400892819,23139.0,23274.0,0.43
21400892820,23139.0,23274.0,1.89
21400892821,23139.0,22918.0,1.49
21400892822,23139.0,22890.0,2.56
21400892823,23139.0,23274.0,2.04
21400892824,23139.0,23274.0,0.49
21400892825,23139.0,23179.0,1.25
21400892826,23139.0,23340.0,1.68
21400892827,23139.0,23413.0,0.0
21400892828,23139.0,23274.0,0.76
21400892829,23139.0,23274.0,2.32
21400892830,23382.0,23340.0,1.04
21400892831,23382.0,23340.0,1.37
21400892832,23382.0,23413.0,0.58
21400892833,23382.0,23340.0,3.26
21400892834,23382.0,22918.0,1.49
21400892835,23382.0,22918.0,0.27
21400892836,23382.0,22918.0,1.28
21400892837,23382.0,23435.0,1.92
21400892838,23382.0,23340.0,1.46
21400892839,23382.0,23413.0,2.19
21400892840,23382.0,23340.0,1.04
21400892841,23382.0,23413.0,0.12
21400892842,23382.0,23435.0,2.68
21400892843,23382.0,23274.0,0.79
21400892844,23264.0,23274.0,1.62
21400892845,23264.0,22938.0,1.83
21400892846,23264.0,23179.0,0.37
21400892847,23264.0,22890.0,0.88
21400892848,23264.0,23274.0,1.19
21400892849,23264.0,23413.0,2.62
21400892850,23264.0,23179.0,0.18
21400892851,23264.0,23179.0,0.24
21400892852,23264.0,23179.0,2.35
21400892853,23264.0,23179.0,2.41
21400892854,23264.0,23274.0,1.49
21400892855,23264.0,23413.0,0.15
21400892856,23264.0,23274.0,0.49
21400892857,23264.0,23274.0,1.25
21400892858,23264.0,23274.0,4.18
21400892859,23264.0,23274.0,0.46
21400892860,23196.0,23274.0,1.83
21400892861,23196.0,22938.0,5.24
21400892862,23196.0,22938.0,2.13
21400892863,23196.0,22938.0,0.73
21400892864,23196.0,22938.0,2.59
21400892865,23196.0,23179.0,1.46
21400892866,22889.0,23413.0,1.8
21400892867,22889.0,23413.0,1.65
21400892868,22889.0,23179.0,1.28
21400892869,22912.0,23435.0,1.98
21400892870,22912.0,23435.0,0.55
21400892871,22912.0,22890.0,0.67
21400892872,22912.0,23413.0,0.34
21400892873,22912.0,23435.0,2.19
21400892874,23384.0,22918.0,2.29
21400892875,23384.0,23179.0,1.22
21400892876,23384.0,23274.0,2.29
21400892877,23384.0,23413.0,2.5
21400892878,23384.0,22890.0,1.07
21400892879,23384.0,23435.0,1.07
21400892880,23384.0,23274.0,1.4
21400892881,23384.0,23179.0,3.26
21400892882,23384.0,22918.0,1.19
21400892883,23384.0,23179.0,1.46
21400892884,23431.0,22918.0,1.77
21400892885,23431.0,23179.0,0.79
21400892886,23431.0,22918.0,1.52
21400892887,23431.0,23274.0,2.01
21400892888,23431.0,23274.0,0.3
21400892889,23431.0,23179.0,2.23
21400892890,23431.0,23179.0,1.37
21400892891,23431.0,22918.0,1.98
21400892892,23431.0,23274.0,0.3
21400892893,23431.0,23413.0,0.58
21400892894,23431.0,22918.0,6.16
21400892895,23431.0,23435.0,1.98
21400892896,22964.0,23179.0,0.64
21400892897,22964.0,22890.0,1.13
21400892898,22964.0,23274.0,0.88
21400892899,22964.0,22890.0,0.15
21400892900,22964.0,22918.0,1.89
21400892901,22964.0,23274.0,2.04
21400893902,23089.0,23292.0,0.15
21400893903,23089.0,23039.0,1.52
21400893904,23089.0,23074.0,0.82
21400893905,23089.0,22939.0,2.23
21400893906,23089.0,23265.0,0.76
21400893907,23089.0,23074.0,0.3
21400893908,23089.0,23074.0,0.37
21400893909,23089.0,23074.0,0.82
21400893910,23089.0,23074.0,0.91
21400893911,23329.0,23242.0,1.58
21400893912,23329.0,23242.0,1.55
21400893913,23329.0,23268.0,1.86
21400893914,23329.0,23242.0,1.34
21400893915,23329.0,23265.0,0.61
21400893916,22913.0,23417.0,1.8
21400893917,22913.0,23417.0,0.27
21400893918,22913.0,23292.0,0.12
21400893919,22913.0,23268.0,0.27
21400893920,22913.0,23265.0,1.31
21400893921,22913.0,23074.0,0.03
21400893922,22913.0,23417.0,1.37
21400893923,22913.0,23417.0,1.74
21400893924,22913.0,22939.0,2.29
21400893925,22913.0,23417.0,0.12
21400893926,22913.0,23265.0,0.21
21400893927,22913.0,23292.0,1.83
21400893928,22913.0,23292.0,1.71
21400893929,22913.0,23265.0,1.98
21400893930,22913.0,22939.0,1.8
21400893931,22913.0,23074.0,1.1
21400893932,22913.0,23417.0,1.68
21400893933,22913.0,23417.0,3.51
21400906934,23255.0,22915.0,1.77
21400906935,23255.0,23092.0,0.98
21400906936,23255.0,23262.0,1.49
21400669937,23255.0,23068.0,0.58
21400879938,23255.0,23215.0,0.73
21400879939,23255.0,23215.0,1.04
21400879940,23255.0,22925.0,0.46
21400879941,23255.0,22925.0,0.88
21400879942,23255.0,23232.0,1.86
21400879943,23255.0,22925.0,1.04
21400879944,23255.0,22925.0,1.86
21400893945,23386.0,23292.0,0.55
21400893946,23386.0,23292.0,1.34
21400893947,23386.0,23292.0,0.64
21400893948,23386.0,23039.0,0.12
21400893949,23386.0,23292.0,0.76
21400893950,23386.0,23292.0,0.91
21400893951,23386.0,23074.0,0.18
21400893952,23386.0,23265.0,1.55
21400893953,23321.0,23039.0,1.16
21400893954,23321.0,23039.0,0.64
21400893955,23321.0,23417.0,1.22
21400893956,23321.0,23039.0,0.4
21400893957,23321.0,23039.0,0.79
21400893958,23321.0,23039.0,2.1
21400893959,23321.0,23039.0,0.94
21400893960,23321.0,23039.0,0.58
21400893961,23321.0,23265.0,1.74
21400893962,23321.0,22939.0,0.79
21400893963,22953.0,23265.0,1.55
21400893968,23472.0,23039.0,4.6
21400893969,23472.0,22939.0,5.58
21400893970,23472.0,22939.0,1.89
21400893971,23472.0,23417.0,0.03
21400893972,23472.0,23074.0,1.77
21400893973,23472.0,23134.0,0.34
21400893974,23472.0,23268.0,0.12
21400893975,23472.0,23074.0,0.34
21400893976,23472.0,23039.0,1.1
21400893977,23472.0,22939.0,0.58
21400893978,23472.0,22939.0,0.61
21400893979,23472.0,23292.0,1.92
21400893980,23472.0,22939.0,1.37
21400893981,23472.0,23417.0,1.22
21400893982,23472.0,22939.0,0.79
21400893983,23472.0,23417.0,1.71
21400893984,23472.0,22939.0,0.27
21400893985,23472.0,23265.0,1.77
21400893986,23472.0,23292.0,0.98
21400893987,23472.0,23417.0,0.52
214009031003,23050.0,23151.0,0.12
214009031004,23050.0,23151.0,1.4
214009031005,23050.0,23453.0,0.58
214009031006,23050.0,22959.0,1.52
214009031007,23050.0,23453.0,1.55
214009031008,23050.0,22951.0,0.88
214009031009,23050.0,23497.0,0.94
214009031010,23050.0,23025.0,1.49
214009031011,23050.0,23250.0,0.61
214009031012,23050.0,23151.0,1.52
214009031013,23050.0,23151.0,0.24
214009031016,23050.0,23151.0,1.74
214009031017,23050.0,23036.0,0.64
214009031018,23050.0,23151.0,2.68
214009031019,23050.0,23250.0,0.55
214009031020,23050.0,23025.0,1.74
214009031021,23050.0,23151.0,1.34
214009031022,23050.0,23151.0,0.46
214008891023,23050.0,23371.0,2.38
214008891024,23050.0,23371.0,1.62
214008891026,23050.0,23371.0,1.37
214008891027,23050.0,23116.0,1.34
214008891028,23050.0,23157.0,3.23
214008891029,23050.0,23043.0,0.73
214008891030,23050.0,23157.0,2.38
214008891033,23050.0,23426.0,1.43
214008891034,23050.0,23298.0,1.86
214008891035,23050.0,23157.0,1.16
